class_name,file_name,relative_path,status,fail_stage,fail_reason,laplacian_var,brightness_mean,flag_blur,flag_dark,flag_bright,markers_expected_detected,markers_total_detected,markers_expected_assigned,markers_used_for_transform,detect_variant,selection_mode,transform_kind,transform_inliers,final_gray_path,split
alicate_corte,013.jpg,alicate_corte\013.jpg,ok,,,27.534869601708817,108.50155815972222,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\013.png,val
alicate_corte,014.jpg,alicate_corte\014.jpg,ok,,,27.243638903467186,106.8633950617284,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\014.png,val
alicate_corte,015.jpg,alicate_corte\015.jpg,ok,,,28.416426974818012,108.92022472993827,False,False,False,4,4,4,4,dark,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\015.png,test
alicate_corte,016.jpg,alicate_corte\016.jpg,ok,,,29.722208969296222,108.77053385416667,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\016.png,train
alicate_corte,017.jpg,alicate_corte\017.jpg,ok,,,30.16609319108667,109.79383969907407,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\017.png,train
alicate_corte,018.jpg,alicate_corte\018.jpg,ok,,,20.10135602170005,115.41132185570987,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\018.png,train
alicate_corte,019.jpg,alicate_corte\019.jpg,ok,,,20.253301863286524,116.12795958719136,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\019.png,train
alicate_corte,020.jpg,alicate_corte\020.jpg,ok,,,20.38654651088008,117.10662760416666,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\020.png,val
alicate_corte,021.jpg,alicate_corte\021.jpg,ok,,,20.20322514687788,115.93288628472222,True,False,False,4,5,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\021.png,test
alicate_corte,022.jpg,alicate_corte\022.jpg,ok,,,20.309407186000545,118.0234659529321,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\022.png,test
alicate_corte,023.jpg,alicate_corte\023.jpg,ok,,,20.14973110617597,115.8989414544753,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\023.png,train
alicate_corte,024.jpg,alicate_corte\024.jpg,ok,,,20.39055441743827,118.39144434799383,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\024.png,train
alicate_corte,025.jpg,alicate_corte\025.jpg,ok,,,20.50461063960616,119.37729456018519,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\025.png,val
alicate_corte,026.jpg,alicate_corte\026.jpg,ok,,,21.0640344012774,118.81375964506172,True,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\026.png,train
alicate_corte,027.jpg,alicate_corte\027.jpg,ok,,,20.98460348726937,118.67183400848765,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\027.png,train
alicate_corte,028.jpg,alicate_corte\028.jpg,ok,,,21.093571869736287,119.07509789737654,True,False,False,4,5,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\028.png,train
alicate_corte,029.jpg,alicate_corte\029.jpg,ok,,,21.279728814320507,118.34792004243828,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\029.png,train
alicate_corte,030.jpg,alicate_corte\030.jpg,ok,,,20.028963889659153,118.36893566743827,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\030.png,train
alicate_corte,031.jpg,alicate_corte\031.jpg,ok,,,20.027453601782156,118.63323881172839,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\031.png,train
alicate_corte,032.jpg,alicate_corte\032.jpg,ok,,,5.798341959408431,117.46992380401234,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\032.png,train
alicate_corte,033.jpg,alicate_corte\033.jpg,ok,,,21.087732339079846,116.41738040123457,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\033.png,train
alicate_corte,034.jpg,alicate_corte\034.jpg,ok,,,21.28230160434341,121.95030237268519,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\034.png,train
alicate_corte,035.jpg,alicate_corte\035.jpg,ok,,,21.211366509256244,121.0170384837963,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\035.png,train
alicate_corte,036.jpg,alicate_corte\036.jpg,ok,,,21.177503201758388,121.04283950617284,True,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\036.png,val
alicate_corte,037.jpg,alicate_corte\037.jpg,ok,,,21.016618207858784,117.49820553626543,True,False,False,4,4,4,4,dark,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\037.png,train
alicate_corte,038.jpg,alicate_corte\038.jpg,ok,,,21.36766669780381,121.25604890046296,True,False,False,4,4,4,4,dark,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\038.png,test
alicate_corte,039.jpg,alicate_corte\039.jpg,ok,,,21.22931743382281,121.2543253279321,True,False,False,3,3,3,3,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\039.png,train
alicate_corte,040.jpg,alicate_corte\040.jpg,ok,,,19.877042672238773,109.51694637345679,True,False,False,4,5,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\040.png,train
alicate_corte,041.jpg,alicate_corte\041.jpg,ok,,,4.708559617174959,110.91655815972223,True,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\041.png,train
alicate_corte,042.jpg,alicate_corte\042.jpg,ok,,,20.998391556181733,111.06959683641975,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\042.png,train
alicate_corte,043.jpg,alicate_corte\043.jpg,ok,,,8.9342394801615,110.55173514660494,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\043.png,train
alicate_corte,044.jpg,alicate_corte\044.jpg,ok,,,20.26929673782579,110.90122058256173,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\044.png,train
alicate_corte,045.jpg,alicate_corte\045.jpg,ok,,,20.212739556864996,110.61763551311728,True,False,False,4,5,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\045.png,train
alicate_corte,046.jpg,alicate_corte\046.jpg,ok,,,20.336259043247967,110.28984326774692,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\046.png,val
alicate_corte,047.jpg,alicate_corte\047.jpg,ok,,,20.395220201698773,110.26397955246914,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\047.png,train
alicate_corte,048.jpg,alicate_corte\048.jpg,ok,,,20.19367317698077,111.17413532021605,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\048.png,train
alicate_corte,049.jpg,alicate_corte\049.jpg,ok,,,20.10863404848191,111.14745273919753,True,False,False,3,3,3,3,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\049.png,test
alicate_corte,050.jpg,alicate_corte\050.jpg,ok,,,20.077415958535127,111.21548900462963,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\050.png,train
alicate_corte,051.jpg,alicate_corte\051.jpg,ok,,,20.180840377491556,110.4026914544753,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\051.png,val
alicate_corte,052.jpg,alicate_corte\052.jpg,ok,,,11.952782516584147,110.53184365354939,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\052.png,train
alicate_corte,053.jpg,alicate_corte\053.jpg,ok,,,20.062639734832807,111.53139178240741,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\053.png,test
alicate_corte,054.jpg,alicate_corte\054.jpg,ok,,,20.157855829322557,111.70246045524691,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\054.png,train
alicate_corte,055.jpg,alicate_corte\055.jpg,ok,,,20.364427031959053,111.48193045910494,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\055.png,train
alicate_corte,056.jpg,alicate_corte\056.jpg,ok,,,4.580716249424719,110.44879726080246,True,False,False,3,3,3,3,bright,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\056.png,train
alicate_corte,057.jpg,alicate_corte\057.jpg,ok,,,20.614623208879802,111.57925202546296,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\057.png,val
alicate_corte,058.jpg,alicate_corte\058.jpg,ok,,,20.078331213420768,110.5848225308642,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\058.png,test
alicate_corte,059.jpg,alicate_corte\059.jpg,ok,,,19.84356272789435,108.79439236111111,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\059.png,test
alicate_corte,060.jpg,alicate_corte\060.jpg,ok,,,26.08217498195993,120.97849778163581,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\060.png,train
alicate_corte,061.jpg,alicate_corte\061.jpg,ok,,,25.270002407238287,115.25629436728396,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\061.png,val
alicate_corte,062.jpg,alicate_corte\062.jpg,ok,,,24.0780011546759,116.33684365354938,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\062.png,train
alicate_corte,063.jpg,alicate_corte\063.jpg,ok,,,24.374518796388717,110.5498615933642,False,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\063.png,train
alicate_corte,064.jpg,alicate_corte\064.jpg,ok,,,23.04430634200182,115.87263213734568,False,False,False,3,3,3,3,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\064.png,train
alicate_corte,065.jpg,alicate_corte\065.jpg,ok,,,22.595468189812433,118.00197241512346,True,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\065.png,train
alicate_corte,066.jpg,alicate_corte\066.jpg,ok,,,22.40662688278805,111.50236979166667,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\066.png,train
alicate_corte,067.jpg,alicate_corte\067.jpg,ok,,,23.048796552906055,110.99174238040123,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\067.png,train
alicate_corte,068.jpg,alicate_corte\068.jpg,ok,,,22.999178990912206,109.56974006558642,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\068.png,train
alicate_corte,069.jpg,alicate_corte\069.jpg,ok,,,26.06138296997996,113.14751302083333,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\069.png,train
alicate_corte,070.jpg,alicate_corte\070.jpg,ok,,,22.799590358149572,111.4560373263889,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\070.png,train
alicate_corte,071.jpg,alicate_corte\071.jpg,ok,,,21.68006251013043,108.59490306712964,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\071.png,train
alicate_corte,072.jpg,alicate_corte\072.jpg,ok,,,3.011980636020144,113.29651572145062,True,False,False,3,3,3,3,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\072.png,test
alicate_corte,073.jpg,alicate_corte\073.jpg,ok,,,3.36596672905816,114.51410445601852,True,False,False,2,2,2,2,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\073.png,train
alicate_corte,074.jpg,alicate_corte\074.jpg,ok,,,23.53558651796657,114.03058497299382,False,False,False,4,5,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\074.png,train
alicate_corte,075.jpg,alicate_corte\075.jpg,ok,,,23.345052800148963,118.9237962962963,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\075.png,test
alicate_corte,076.jpg,alicate_corte\076.jpg,ok,,,23.390103466941763,118.50670669367284,False,False,False,4,5,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\076.png,train
alicate_corte,077.jpg,alicate_corte\077.jpg,ok,,,6.322434605660749,121.97268711419753,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\077.png,train
alicate_corte,078.jpg,alicate_corte\078.jpg,ok,,,22.01094640493511,107.13217930169753,True,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\078.png,train
alicate_corte,079.jpg,alicate_corte\079.jpg,ok,,,24.27161265365096,115.52810619212963,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\079.png,train
alicate_corte,080.jpg,alicate_corte\080.jpg,ok,,,24.569905214644063,115.59499807098766,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\080.png,train
alicate_corte,081.jpg,alicate_corte\081.jpg,ok,,,24.342300131006276,115.68178192515433,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\081.png,train
alicate_corte,082.jpg,alicate_corte\082.jpg,ok,,,24.20720019676279,113.44403694058641,False,False,False,4,5,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\082.png,train
alicate_corte,083.jpg,alicate_corte\083.jpg,ok,,,24.82960757621738,117.12938416280865,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\083.png,train
alicate_corte,084.jpg,alicate_corte\084.jpg,ok,,,24.9033640021158,117.76937065972223,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\084.png,train
alicate_corte,085.jpg,alicate_corte\085.jpg,ok,,,26.986794808813446,124.64356722608025,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\085.png,train
alicate_corte,086.jpg,alicate_corte\086.jpg,ok,,,24.409540862531042,117.0044212962963,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\086.png,train
alicate_corte,087.jpg,alicate_corte\087.jpg,ok,,,24.99177946886372,116.42215615354938,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\087.png,val
alicate_corte,088.jpg,alicate_corte\088.jpg,ok,,,23.339792063230295,116.13862172067901,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\088.png,test
alicate_corte,089.jpg,alicate_corte\089.jpg,ok,,,19.52417900137196,120.04124710648148,True,False,False,3,3,3,3,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\089.png,test
alicate_corte,090.jpg,alicate_corte\090.jpg,ok,,,19.703271958621933,122.47546248070988,True,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\090.png,val
alicate_corte,091.jpg,alicate_corte\091.jpg,ok,,,19.64155101935409,122.08701099537036,True,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\091.png,train
alicate_corte,092.jpg,alicate_corte\092.jpg,ok,,,19.56407864306833,119.30737847222223,True,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\092.png,train
alicate_corte,093.jpg,alicate_corte\093.jpg,ok,,,19.616312469122178,120.56016107253086,True,False,False,3,4,3,4,clahe,center_expected_plus_positional,perspective_centers,4,preprocessed\final_gray\alicate_corte\093.png,test
alicate_corte,094.jpg,alicate_corte\094.jpg,ok,,,19.703069266008708,118.25633294753086,True,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\094.png,train
alicate_corte,095.jpg,alicate_corte\095.jpg,ok,,,28.445319152677605,114.49341965663581,False,False,False,4,5,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\095.png,train
alicate_corte,096.jpg,alicate_corte\096.jpg,ok,,,27.468048276529196,115.1448297646605,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\096.png,train
alicate_corte,097.jpg,alicate_corte\097.jpg,ok,,,27.503819339420435,114.37782407407407,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\097.png,train
alicate_corte,098.jpg,alicate_corte\098.jpg,ok,,,27.418310973660613,114.18458622685185,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\098.png,train
alicate_corte,099.jpg,alicate_corte\099.jpg,ok,,,26.91718939682865,112.7870206404321,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\099.png,train
alicate_corte,100.jpg,alicate_corte\100.jpg,ok,,,27.264645719732215,113.90276572145062,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\100.png,test
alicate_corte,101.jpg,alicate_corte\101.jpg,ok,,,27.003654817267154,115.02595679012346,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\101.png,train
alicate_corte,102.jpg,alicate_corte\102.jpg,ok,,,26.943263765631553,114.75096209490741,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\102.png,train
alicate_corte,103.jpg,alicate_corte\103.jpg,ok,,,27.143945019201706,115.08918981481482,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\103.png,test
alicate_corte,104.jpg,alicate_corte\104.jpg,ok,,,26.627236575856475,113.4892472029321,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\104.png,test
alicate_corte,105.jpg,alicate_corte\105.jpg,ok,,,26.7437714376044,113.32889274691358,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\105.png,train
alicate_corte,106.jpg,alicate_corte\106.jpg,ok,,,26.696261023248532,113.84254918981482,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\106.png,train
alicate_corte,107.jpg,alicate_corte\107.jpg,ok,,,26.486873064423655,115.16495466820987,False,False,False,4,4,4,4,dark,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\107.png,test
alicate_corte,108.jpg,alicate_corte\108.jpg,ok,,,26.9845494590393,113.45061390817901,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\108.png,train
alicate_corte,109.jpg,alicate_corte\109.jpg,ok,,,27.201030898423173,116.24842062114197,False,False,False,4,4,4,4,gray,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\109.png,val
alicate_corte,110.jpg,alicate_corte\110.jpg,ok,,,23.233809100556456,124.71711950231482,False,False,False,3,3,3,3,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\110.png,train
alicate_corte,111.jpg,alicate_corte\111.jpg,ok,,,25.52121939787665,110.72853587962963,False,False,False,2,2,2,2,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\111.png,train
alicate_corte,112.jpg,alicate_corte\112.jpg,ok,,,27.674787916376562,108.65060185185185,False,False,False,2,2,2,2,bright,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\112.png,train
alicate_corte,113.jpg,alicate_corte\113.jpg,ok,,,28.02130288993139,110.64240885416666,False,False,False,2,2,2,2,dark,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\113.png,train
alicate_corte,114.jpg,alicate_corte\114.jpg,ok,,,32.21769482554695,106.91470582561729,False,False,False,3,3,3,3,bright,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\114.png,train
alicate_corte,115.jpg,alicate_corte\115.jpg,ok,,,19.358617564636056,90.6080396412037,True,True,False,3,3,3,3,dark,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\115.png,train
alicate_corte,116.jpg,alicate_corte\116.jpg,ok,,,25.49526249023749,103.33579041280865,False,False,False,2,3,2,2,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\116.png,train
alicate_corte,117.jpg,alicate_corte\117.jpg,ok,,,27.66083693690161,106.17933304398149,False,False,False,2,2,2,2,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\117.png,test
alicate_corte,118.jpg,alicate_corte\118.jpg,ok,,,25.55433376794509,108.49903790509259,False,False,False,2,2,2,2,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\118.png,val
alicate_corte,119.jpg,alicate_corte\119.jpg,ok,,,25.355773770907444,108.92199942129629,False,False,False,2,3,2,2,bright,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\119.png,train
alicate_corte,120.jpg,alicate_corte\120.jpg,ok,,,30.784155117056656,109.12599344135802,False,False,False,3,3,3,3,bright,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\120.png,train
alicate_corte,121.jpg,alicate_corte\121.jpg,ok,,,25.6074525558074,116.06286651234568,False,False,False,2,2,2,2,gray,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\121.png,val
alicate_corte,122.jpg,alicate_corte\122.jpg,ok,,,29.81793106567006,106.86765142746914,False,False,False,3,3,3,3,bright,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\122.png,test
alicate_corte,123.jpg,alicate_corte\123.jpg,ok,,,4.24535684133959,111.85345293209876,True,False,False,2,2,2,2,clahe,center_expected_plus_positional,affine_centers,2,preprocessed\final_gray\alicate_corte\123.png,train
alicate_corte,124.jpg,alicate_corte\124.jpg,ok,,,29.45608988457941,106.92564766589506,False,False,False,3,4,3,4,clahe,center_expected_plus_positional,perspective_centers,4,preprocessed\final_gray\alicate_corte\124.png,train
alicate_corte,125.jpg,alicate_corte\125.jpg,ok,,,31.842171352614738,105.67686728395061,False,False,False,3,4,3,4,clahe,center_expected_plus_positional,perspective_centers,4,preprocessed\final_gray\alicate_corte\125.png,train
alicate_corte,126.jpg,alicate_corte\126.jpg,ok,,,27.468266642360515,112.42072482638889,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\126.png,train
alicate_corte,127.jpg,alicate_corte\127.jpg,ok,,,27.92888109352078,116.66019000771605,False,False,False,4,4,4,4,clahe,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\127.png,train
alicate_corte,128.jpg,alicate_corte\128.jpg,ok,,,27.874895117114704,118.53209683641975,False,False,False,4,4,4,4,bright,corners_expected_ids,perspective_corners,4,preprocessed\final_gray\alicate_corte\128.png,train
